company,fy,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_assets,sales,operating_profit,other_income,interest,depreciation,pbt,net_profit,eps,cfo,fcf,debtor_days,inventory_days,payable_days,roce_pct,ebitda,ebit,total_equity,total_debt,net_debt,current_assets_proxy,current_liabilities_proxy,current_ratio_proxy,receivables_est,inventory_est,quick_assets_proxy,quick_ratio_proxy,debt_to_equity,debt_to_assets,debt_to_ebitda,net_debt_to_ebitda,interest_coverage_ebit,interest_coverage_ebitda,roa_pct,roe_pct,ebit_margin_pct,ebitda_margin_pct,cfo_to_pat,cfo_to_debt,fcf_to_debt,payable_est,cash_conversion_cycle,cash_conversion_cycle_partial
BPCL,2021,2093,51462,54532,52891,160978,64098,17037,26768,53075,230171,21001,,1723,4334,22432.0,17320,37.26,23455,14403,12.0,52.0,,18,21001,16667,53555,54532,54532,53075,52891,1.00347885273487,7567.265753424656,32791.48493150685,20283.51506849315,0.3834965318956562,1.0182429278312015,0.33875436395035347,2.5966382553211753,2.5966382553211753,9.673244341265235,12.188624492164829,10.759234181068221,32.340584445896745,7.241138110361427,9.124086005621908,1.3542147806004619,0.430114428225629,0.26412014963691044,,,64.0
BPCL,2022,2129,49776,64534,71089,187529,83901,15433,23616,64578,346791,19137,,2606,5434,16037.0,11682,26.93,20336,12643,10.0,51.0,,16,19137,13703,51905,64534,64534,64578,71089,0.9084105839159363,9501.123287671233,48455.72876712329,16122.271232876708,0.22678995671449462,1.243309893073885,0.3441281081859339,3.3722109003501073,3.3722109003501073,5.258250191864927,7.343438219493477,6.229436513819196,22.50650226375108,3.951371287028787,5.518309298684223,1.7407978085944187,0.31512071156289706,0.19591223231164967,,,61.0
BPCL,2023,2129,51393,69376,65240,188138,86675,16249,26778,58436,473187,10899,,4263,6369,2821.0,2131,4.91,12466,3960,5.0,32.0,,7,10899,4530,53522,69376,69376,58436,65240,0.8957081545064378,6482.013698630137,41484.88767123288,16951.11232876712,0.25982698235387985,1.2962146407084938,0.36875059796532333,6.36535461968988,6.36535461968988,1.0626319493314567,2.5566502463054186,1.132679203563342,3.9815403011845594,0.957338219350912,2.3033177158290488,5.849835757860159,0.1796875,0.05708025830258302,,,37.0
BPCL,2024,2136,73499,54599,72184,202418,86798,20204,26631,68785,448083,44082,,4149,6771,36194.0,26859,61.91,35936,26391,7.0,42.0,,32,44082,37311,75635,54599,54599,68785,72184,0.9529120026598692,8593.372602739726,51560.23561643835,17224.764383561647,0.23862302426523394,0.7218747934157467,0.2697339169441453,1.2385781044417223,1.2385781044417223,8.992769342010122,10.62472885032538,13.26907686075349,35.511337343822305,8.326805524869277,9.837909494446341,1.3379500353698945,0.6581805527573765,0.4833605011080789,,,49.0
BPCL,2025,4273,77112,61101,75898,218382,88628,26387,26531,76837,440272,25401,,3591,7257,18182.0,13337,30.74,23678,8574,8.0,43.0,,16,25401,18144,81385,61101,61101,76837,75898,1.0123718675063902,9649.797260273972,51867.6602739726,24969.3397260274,0.3289854769035732,0.7507648829636911,0.27978954309421106,2.4054564780914136,2.4054564780914136,5.052631578947368,7.0735171261487055,6.107188321381799,16.38754070160349,4.121088781480539,5.769388014681833,1.7753617755117344,0.3875222991440402,0.14032503559679874,,,51.0
HPCL,2021,1452,36628,43709,52438,134228,50912,25336,15093,42887,233248,16055,2731.0,963,3625,,10663,48.83,17829,6222,11.0,53.0,,19,16055,12430,38080,43709,43709,42887,52438,0.8178610931004233,7029.3917808219185,33868.88767123287,9018.112328767129,0.17197666441830597,1.1478203781512606,0.32563250588550824,2.7224540641544692,2.7224540641544692,12.907580477673935,16.671858774662514,7.94394612152457,28.001575630252102,5.329091782137468,6.883231581835643,1.6720435149582669,0.4079022626918941,0.1423505456542131,,,64.0
HPCL,2022,1419,39985,48498,64774,154676,58126,28907,18867,48775,349913,10244,3897.0,997,4000,,7294,34.28,15810,3782,7.0,40.0,,12,10244,6244,41404,48498,48498,48775,64774,0.7530027480161793,6710.660273972603,38346.6301369863,10428.3698630137,0.16099623094163862,1.1713361027920008,0.3135457343091365,4.734283483014448,4.734283483014448,6.262788365095286,10.27482447342026,4.7156637099485375,17.61665539561395,1.7844435616853331,2.9275848568072633,2.1675349602412943,0.3259928244463689,0.07798259722050394,,,47.0
HPCL,2023,1419,30844,70671,58452,161387,68387,25607,23689,43703,440709,-7192,3942.0,2174,4560,,-6980,-32.8,-3466,-12646,6.0,25.0,,-8,-7192,-11752,32263,70671,70671,43703,58452,0.7476733045918018,7244.531506849315,30185.54794520548,13517.452054794521,0.2312573060766872,2.1904658587236154,0.43789772410417194,-9.826334816462737,-9.826334816462737,-5.405703771849126,-3.3081876724931,-4.325007590450284,-21.634689892446456,-2.666612208963284,-1.6319158446957063,0.4965616045845272,-0.04904416238626877,-0.17894185733893675,,,31.0
HPCL,2024,1419,45502,66684,69188,182794,79763,20078,29540,53413,433857,24928,3725.0,2556,5596,,16015,75.26,23852,13906,8.0,32.0,,21,24928,19332,46921,66684,66684,53413,69188,0.7719980343412153,9509.194520547946,38036.778082191784,15376.221917808216,0.22223827712620997,1.421197331685173,0.36480409641454314,2.6750641848523746,2.6750641848523746,7.563380281690141,9.752738654147105,8.761228486711818,34.13183862236525,4.455846050657245,5.7456719610378535,1.4893537308773026,0.35768700137964127,0.20853578069701878,,,40.0
HPCL,2025,2128,49016,70558,73067,194770,86179,17967,27046,63577,434106,16448,2072.0,3365,6154,,6736,31.66,14231,4814,10.0,35.0,,11,16448,10294,51144,70558,70558,63577,73067,0.8701192056605581,11893.31506849315,41626.602739726026,21950.397260273974,0.30041465039311827,1.3795948693883935,0.36226318221492015,4.289761673151751,4.289761673151751,3.0591381872213965,4.887964338781575,3.458438157827181,13.170655404348505,2.3713102329845706,3.7889363427365668,2.1126781472684084,0.2016922248363049,0.06822755747044984,,,45.0
GAIL,2021,4440,48742,7873,19975,81030,41160,13400,13058,13413,57372,7245,,179,2174,,6143,9.21,8993,3309,,,,13,7245,5071,53182,7873,7873,13413,19975,0.6714893617021277,,,,,0.14803881012372608,0.09716154510675058,1.086680469289165,1.086680469289165,28.329608938547487,40.47486033519553,7.581142786622238,11.550900680681433,8.838806386390575,12.628111273792095,1.463942699007,1.1422583513273212,0.420297218341166,,,
GAIL,2022,4440,59674,9216,23254,96584,44572,15490,16408,20114,92770,15161,,202,2420,,12304,18.4,9420,2481,,,,23,15161,12741,64114,9216,9216,20114,23254,0.8649694676184743,,,,,0.14374395607823565,0.0954195311852895,0.6078754699558077,0.6078754699558077,63.07425742574257,75.05445544554455,12.739170048869378,19.19081635836167,13.733965721677265,16.342567640400993,0.7656046814044213,1.0221354166666667,0.2692057291666667,,,
GAIL,2023,6575,58352,17816,25062,107805,49697,16646,17248,24214,145668,7500,,365,2702,,5596,8.54,3205,-5548,,,,10,7500,4798,64927,17816,17816,24214,25062,0.9661639134945336,,,,,0.274400480539683,0.16526135151430824,2.3754666666666666,2.3754666666666666,13.145205479452056,20.54794520547945,5.190853856500163,8.61891046868021,3.293791361177472,5.14869429112777,0.5727305218012866,0.17989447687471935,-0.3114054782218231,,,
GAIL,2024,6575,70422,21794,25944,124735,55188,23627,21910,24010,133228,14314,,719,3672,,9903,15.06,12586,98,,,,15,14314,10642,76997,21794,21794,24010,25944,0.9254548257786,,,,,0.28304998896060884,0.1747224115124063,1.522565320665083,1.522565320665083,14.801112656467316,19.908205841446453,7.939231170080571,12.861540060002339,7.987810370192452,10.743987750322754,1.270928001615672,0.5774983940534092,0.004496650454253464,,,
GAIL,2025,6575,78422,21595,26583,133176,58836,27421,22765,24155,141902,15412,,740,3799,,12463,18.93,15727,7818,,,,14,15412,11613,84997,21595,21595,24155,26583,0.9086634315163826,,,,,0.2540677906279045,0.16215384153300896,1.4011808980015572,1.4011808980015572,15.693243243243243,20.82702702702703,9.358292785486874,14.662870454251326,8.18381700046511,10.861016758044284,1.2618952098210703,0.728270432970595,0.3620282472794628,,,
OIL,2021,1084,22582,19718,12151,55535,15969,3171,24010,12385,17616,5689,,660,1844,,4146,21.69,5235,2108,,,,13,5689,3845,23666,19718,19718,12385,12151,1.0192576742654926,,,,,0.8331783993915322,0.35505537048708025,3.465986992441554,3.465986992441554,5.825757575757576,8.61969696969697,7.465562258035472,17.518803346573144,21.826748410535878,32.294504995458674,1.2626628075253257,0.26549345775433614,0.10690739425905264,,,
OIL,2022,1084,29478,16721,13846,61129,16805,5900,27099,11325,25906,10500,,940,1824,,6719,34.56,9310,3342,,,,21,10500,8676,30562,16721,16721,11325,13846,0.8179257547306081,,,,,0.5471173352529285,0.2735362921035842,1.5924761904761904,1.5924761904761904,9.229787234042552,11.170212765957446,10.991509758052642,21.98481774752961,33.49031112483595,40.531151084690805,1.3856228605447238,0.5567848812870043,0.19986842892171522,,,
OIL,2023,1084,37397,18832,16866,74179,18098,11953,27924,16204,36084,15255,,901,1947,,9854,53.66,11410,2886,,,,25,15255,13308,38481,18832,18832,16204,16866,0.9607494367366299,,,,,0.48938437150801695,0.2538723897599051,1.2344804981973123,1.2344804981973123,14.770255271920089,16.93118756936737,13.2840830962941,25.607442634027183,36.88061190555371,42.27635517126704,1.1579054191191394,0.6058836023789295,0.153249787595582,,,
OIL,2024,1084,47255,24040,20115,92494,20520,20028,34450,17496,31749,12504,,964,2129,,6980,38.95,10933,-1130,,,,18,12504,10375,48339,24040,24040,17496,20115,0.8697986577181208,,,,,0.4973210037443886,0.25990875083789217,1.9225847728726808,1.9225847728726808,10.762448132780083,12.970954356846473,7.546435444461262,14.439686381596639,32.67819458880595,39.383917603704056,1.5663323782234957,0.454783693843594,-0.047004991680532446,,,
OIL,2025,1627,48141,30645,24410,104823,23649,29527,31613,20034,31703,11158,,1069,2318,,7040,40.27,11332,-1637,,,,13,11158,8840,49768,30645,30645,20034,24410,0.8207292093404343,,,,,0.6157571130043401,0.2923499613634412,2.746459939057179,2.746459939057179,8.269410664172124,10.4377923292797,6.716083302328688,14.14563574987944,27.88379648613696,35.1954073746964,1.6096590909090909,0.36978299885788873,-0.05341817588513624,,,
RELIANCE,2021,6445,693727,278962,340931,1320065,541258,125953,364828,288026,466307,80790,,21189,26572,55461.0,53739,38.75,26958,-76560,15.0,102.0,,8,80790,54218,700172,278962,278962,288026,340931,0.8448219727745497,19163.301369863013,130310.4493150685,157715.5506849315,0.4626025520851184,0.398419245556806,0.21132444235700515,3.452927342492883,3.452927342492883,2.5587804993156826,3.8128274104488176,4.0709359008836685,7.675114114817502,11.627104032322054,17.32549586431257,0.5016468486573996,0.09663681791785261,-0.2744459818900065,,,117.0
RELIANCE,2022,6765,772720,319158,399979,1498622,627798,172506,394264,304054,694673,108581,,14584,29782,83815.0,67845,44.87,110654,13646,12.0,83.0,,8,108581,78799,779485,319158,319158,304054,399979,0.7601749091827321,22838.564383561643,157966.73698630137,146087.26301369863,0.36523733249420254,0.40944726325715053,0.2129676462777138,2.93935403063151,2.93935403063151,5.403113000548546,7.445213933077345,4.527158950022088,8.703823678454365,11.343322685637702,15.630519683361813,1.6309823863217627,0.3467060202156925,0.04275625238909882,,,95.0
RELIANCE,2023,6766,709106,451664,438346,1605882,724805,293752,235560,351765,876396,142318,,19571,40303,94464.0,74088,49.29,115032,-16770,12.0,87.0,,9,142318,102015,715872,451664,451664,351765,438346,0.8024825138132891,28813.019178082188,208894.38904109588,142870.61095890412,0.32593113877828045,0.6309284341334763,0.2812560325104833,3.1736252617377985,3.1736252617377985,5.21255939911093,7.271881866026264,4.613539475503181,10.349336194179966,11.640285898155629,16.239006111392566,1.5526401036605118,0.25468489850862586,-0.03712937050550852,,,99.0
RELIANCE,2024,6766,786715,350719,610848,1755048,779985,338855,225672,410536,899041,162498,,23118,50832,104340.0,79020,51.45,158788,21212,13.0,95.0,,10,162498,111666,793481,350719,350719,410536,610848,0.672075540887422,32020.63835616438,233996.97260273973,176539.02739726027,0.28900647525613615,0.4420005015873096,0.1998344204830865,2.158297332890251,2.158297332890251,4.8302621334025435,7.02906825849987,4.502440958879758,9.958650553699458,12.4205681387167,18.07459281612296,2.00946595798532,0.4527499223024701,0.06048146806987931,,,108.0
RELIANCE,2025,13532,829668,374313,732200,1949713,999393,262358,242381,445581,962820,165598,,24269,53136,106017.0,81309,51.47,178703,41079,16.0,85.0,,10,165598,112462,843200,374313,374313,445581,732200,0.6085509423654739,42205.808219178085,224218.35616438356,221362.64383561644,0.3023253808189244,0.4439195920303605,0.19198364066916515,2.260371502071281,2.260371502071281,4.633977502163254,6.823437306852363,4.170306091204193,9.64290796963947,11.680480255914917,17.199268814524,2.1978255789641983,0.4774159593709008,0.10974505293698054,,,101.0
