company,driver,shock,dd,converged,base_dd,dd_change_from_base
OIL,Equity Volatility,-0.25,7.609542962859258,True,5.657964641351754,1.9515783215075047
OIL,Equity Volatility,-0.1,6.310364759294087,True,5.657964641351754,0.6524001179423333
OIL,Equity Volatility,0.0,5.657964641351754,True,5.657964641351754,0.0
OIL,Equity Volatility,0.1,5.122138154217049,True,5.657964641351754,-0.5358264871347043
OIL,Equity Volatility,0.25,4.475768504111862,True,5.657964641351754,-1.1821961372398917
OIL,Equity Volatility,0.5,3.678140254092797,True,5.657964641351754,-1.9798243872589567
OIL,Debt,-0.5,6.949447245837101,True,5.657964641351754,1.2914826044853474
OIL,Debt,-0.25,6.1544729578925335,True,5.657964641351754,0.49650831654077976
OIL,Debt,-0.1,5.833094269900669,True,5.657964641351754,0.17512962854891523
OIL,Debt,0.0,5.657964641351754,True,5.657964641351754,0.0
OIL,Debt,0.1,5.506301341381965,True,5.657964641351754,-0.15166329996978867
OIL,Debt,0.25,5.31301786768042,True,5.657964641351754,-0.3449467736713334
OIL,Debt,0.5,5.057424516081627,True,5.657964641351754,-0.6005401252701263
OIL,Equity Value,-0.5,4.701447147706971,True,5.657964641351754,-0.9565174936447827
OIL,Equity Value,-0.25,5.219849241605403,True,5.657964641351754,-0.4381153997463505
OIL,Equity Value,-0.1,5.4906844180290175,True,5.657964641351754,-0.16728022332273618
OIL,Equity Value,0.0,5.657964641351754,True,5.657964641351754,0.0
OIL,Equity Value,0.1,5.816051655986401,True,5.657964641351754,0.15808701463464736
OIL,Equity Value,0.25,6.0380786479584465,True,5.657964641351754,0.3801140066066928
OIL,Equity Value,0.5,6.374213942709762,True,5.657964641351754,0.7162493013580082
OIL,Risk-Free Rate,-0.02,5.625605598772151,True,5.657964641351754,-0.03235904257960254
OIL,Risk-Free Rate,-0.01,5.641749730944925,True,5.657964641351754,-0.016214910406828764
OIL,Risk-Free Rate,0.0,5.657964641351754,True,5.657964641351754,0.0
OIL,Risk-Free Rate,0.01,5.67425028549298,True,5.657964641351754,0.016285644141226463
OIL,Risk-Free Rate,0.02,5.690606616281213,True,5.657964641351754,0.03264197492945886
OIL,Time Horizon,1.0,5.657964641351754,True,5.657964641351754,0.0
OIL,Time Horizon,2.0,3.9986129591138813,True,5.657964641351754,-1.6593516822378724
OIL,Time Horizon,3.0,3.262178760503331,True,5.657964641351754,-2.3957858808484227
RELIANCE,Equity Volatility,-0.5,20.693352236639416,True,10.281469349387843,10.411882887251574
RELIANCE,Equity Volatility,-0.25,13.759342175019682,True,10.281469349387843,3.47787282563184
RELIANCE,Equity Volatility,-0.1,11.442209330574721,True,10.281469349387843,1.1607399811868788
RELIANCE,Equity Volatility,0.0,10.281469349387843,True,10.281469349387843,0.0
RELIANCE,Equity Volatility,0.1,9.33019223098811,True,10.281469349387843,-0.951277118399732
RELIANCE,Equity Volatility,0.25,8.186051418151157,True,10.281469349387843,-2.0954179312366854
RELIANCE,Equity Volatility,0.5,6.781860934105028,True,10.281469349387843,-3.4996084152828146
RELIANCE,Debt,-0.5,12.623104098886621,True,10.281469349387843,2.3416347494987786
RELIANCE,Debt,-0.25,11.204761004587203,True,10.281469349387843,0.9232916551993604
RELIANCE,Debt,-0.1,10.611055508535559,True,10.281469349387843,0.3295861591477163
RELIANCE,Debt,0.0,10.281469349387843,True,10.281469349387843,0.0
RELIANCE,Debt,0.1,9.99217628630211,True,10.281469349387843,-0.2892930630857329
RELIANCE,Debt,0.25,9.61775764021592,True,10.281469349387843,-0.6637117091719222
